CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4
TQRMNOSYYHJKKSCDEHPJB00503956;2017;1;1;1;40;S;29;536;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;18000;5;6;6;5;  ;6;9000;7;7;8;7;  ;8;635;1;0;96;0;0;0
TQRMNORSRHLMLRCDEHPJB00503802;2017;1;1;1;40;S;29;354;1;;2;2;;4;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;7;1;6;20700;6;6;6;6;  ;6;2957,14;2;2;3;2;  ;2;420;2;0;4;0;0;0
TQRMNORSSHLMLRCDEHPJB00503788;2017;1;1;1;40;S;29;354;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;8;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;9550;2;2;3;2;  ;2;9550;7;7;8;7;  ;8;379;1;0;98;0;0;0
TQRMNORSUHLMLRCDEHPJB00503789;2017;1;1;1;40;S;29;354;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;8;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;9550;2;2;3;2;  ;2;3183,33;2;2;3;2;  ;3;400;1;0;2;0;0;0
TQRMNOQUTHJMLLCDEHPJB00503799;2017;1;1;1;40;S;29;336;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;48500;10;10;10;10;  ;10;12125;8;8;9;8;  ;9;411;1;2;98;0;0;0
TQRMNORQUHJMLSCDEHPJB00503984;2017;1;1;1;40;S;29;403;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;98;0;0;0
TQRMNOQPWHJOMLCDEHPJB00503982;2017;1;1;1;40;S;29;138;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;7500;2;2;2;2;  ;2;2500;2;2;2;2;  ;2;140;1;0;98;0;0;0
TQRMNOQXXHLOMLCDEHPJB00503763;2017;1;1;1;40;S;29;358;1;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;3;2;1;1;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;9600;2;2;3;2;  ;2;3200;2;2;3;2;  ;3;378;2;0;98;0;0;0
TQRMNORPVHKOLTCDEHPJB00480739;2017;1;1;1;40;S;29;334;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;2;;3;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;22200;7;7;7;7;  ;7;5550;4;5;6;4;  ;6;369;2;0;1;0;0;0
TQRMNOPWTHJOMMCDEHPJB00503781;2017;1;1;1;40;S;29;241;2;;4;1;;2;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;1;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;4;2;2;21800;6;7;7;6;  ;7;5450;4;4;6;4;  ;5;271;1;0;98;0;0;0
TQRMNOSQVHKLMMCDEHPJB00480625;2017;1;1;1;40;S;29;372;1;;4;1;;4;1;1;1;;1;1;1;2;1;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;9;3;6;29500;8;8;8;8;  ;8;3277,78;2;2;3;2;  ;3;475;2;0;3;4;0;0
TQRMNORRUHKMLOCDEHPJB00480667;2017;1;1;1;40;S;29;320;2;;2;2;;4;1;1;1;;1;1;1;1;1;2;2;2;2;2;0;1;1;1;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;3;18000;5;6;6;5;  ;5;3600;3;3;4;2;  ;3;379;2;0;98;0;0;0
TQRMNOPUUHKOLPCDEHPJB00480699;2017;1;1;1;40;S;29;350;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;3;1;2;22000;7;7;7;6;  ;7;7333,33;6;6;7;6;  ;7;415;1;2;98;0;0;0
TQRMNOPRPHJOLRCDEHPJB00504017;2017;1;1;1;40;S;29;353;1;;1;1;;4;1;1;1;;1;1;1;1;1;1;2;1;1;2;0;1;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;19800;6;6;6;6;  ;6;4950;4;4;5;4;  ;5;357;2;0;1;3;4;0
TQRMNOSVUHLOLSCDEHPJB00504019;2017;1;1;1;40;S;29;341;1;;1;2;;4;2;1;1;;2;0;0;0;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;2;;4;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;6300;1;1;2;1;  ;1;3150;2;2;3;2;  ;3;326;97;0;98;0;0;0
TQRMNOPRVHKOLQCDEHPJB00480705;2017;1;1;1;40;S;29;331;1;;4;1;;4;1;1;1;;1;1;1;1;1;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;28000;8;8;8;8;  ;8;9333,33;7;7;8;7;  ;8;348;2;0;98;0;0;0
TQRMNOPRYHKOLQCDEHPJB00480708;2017;1;1;1;40;S;29;331;1;;4;1;;4;1;1;1;;1;1;1;1;1;2;2;4;2;1;1;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;11400;3;3;3;3;  ;3;5700;5;5;6;4;  ;6;376;1;0;3;0;0;0
TQRMNOQSUHKOLQCDEHPJB00480713;2017;1;1;1;40;S;29;331;1;;3;1;;4;1;1;1;;1;1;1;1;1;2;2;3;3;2;0;1;1;1;2;0;2;0;2;;1;;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;22300;7;7;7;7;  ;7;4460;3;3;4;3;  ;4;376;2;1;5;0;0;0
TQRMNORVQHLOLUCDEHPJB00504013;2017;1;1;1;40;S;29;340;1;;4;1;;4;1;1;1;;1;1;1;3;2;2;2;4;3;1;1;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;29000;8;8;8;8;  ;8;4833,33;4;4;5;4;  ;5;378;2;0;5;0;0;0
TQRMNOUXYHLOLUCDEHPJB00504014;2017;1;1;1;40;S;29;340;1;;1;2;;4;2;2;1;;1;2;2;3;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;5;2;3;14200;4;4;4;4;  ;4;2840;2;2;3;2;  ;2;341;1;0;5;0;0;0
TQSMNOQUWHJMKUCDEHPJB00503835;2017;1;1;1;40;S;29;335;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;8;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;4;0;4;35650;9;9;9;9;  ;9;8912,5;7;7;8;7;  ;8;454;2;0;98;0;0;0
TQRMNORUPHKMKSCDEHPJB00480645;2017;1;1;1;40;S;29;388;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;26400;7;8;8;7;  ;8;4400;3;3;4;3;  ;4;445;2;0;3;4;0;0
TQRMNOPQXHJMLLCDEHPJB00503818;2017;1;1;1;40;S;29;336;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;0;2;7200;2;2;2;2;  ;2;3600;3;3;4;2;  ;3;366;2;0;1;0;0;0
TQRMNOQURHJMLLCDEHPJB00503858;2017;1;1;1;40;S;29;336;2;;4;2;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;6;;2;;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;5;24750;7;7;7;7;  ;7;3535,71;3;3;3;2;  ;3;363;1;2;98;0;0;0
TQRMNOQUUHJMLLCDEHPJB00503861;2017;1;1;1;40;S;29;336;1;;6;1;;4;1;1;1;;1;1;1;1;2;2;2;6;3;1;1;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;3;0;0;0
TQRMNORTSHJLLNCDEHPJB00504048;2017;1;1;1;40;S;29;364;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;64000;10;10;10;10;  ;10;12800;8;9;9;8;  ;9;438;2;4;5;0;0;0
TQRMNOSVSHMOKPCDEHPJB00511537;2017;1;1;1;40;S;29;326;1;;7;1;;2;1;1;1;;1;1;1;2;2;2;2;7;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;51200;10;10;10;10;  ;10;8533,33;7;7;8;6;  ;7;345;2;0;3;5;0;0
TQRMNOPSWHMMKQCDEHPJB00511538;2017;1;1;1;40;S;29;359;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;5050;1;1;1;1;  ;1;2525;2;2;2;2;  ;2;405;1;0;98;0;0;0
TQRMNORPSHMOKSCDEHPJB00511539;2017;1;1;1;40;S;29;359;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;4;1;3;10000;3;3;3;2;  ;2;2500;2;2;2;2;  ;2;386;1;3;98;0;0;0
TQRMNOQWWHLOKPCDEHPJB00503963;2017;1;1;1;40;S;29;301;1;;1;2;;4;2;1;1;;1;1;2;1;2;1;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;1;1;1;1;2;2;2;4;1;3;9300;2;2;2;2;  ;2;2325;1;1;2;1;  ;2;322;2;0;1;0;0;0
TQRMNOTQRHLOKRCDEHPJB00503903;2017;1;1;1;40;S;29;334;2;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;6;2;4;13700;4;4;4;4;  ;4;2283,33;1;1;2;1;  ;2;315;5;0;1;2;0;0
TQRMNOQXRHKOLSCDEHPJB00480730;2017;1;1;1;40;S;29;367;1;;7;2;;4;2;1;1;;1;1;2;3;2;2;2;7;6;1;1;1;1;2;2;0;2;0;2;;2;;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;12;6;6;40600;9;9;10;9;  ;10;3383,33;2;2;3;2;  ;3;424;1;0;3;4;0;0
TQRMNOPTQHKOLTCDEHPJB00480734;2017;1;1;1;40;S;29;334;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;74300;10;10;10;10;  ;10;12383,33;8;9;9;8;  ;9;407;3;0;2;0;0;0
TQRMNOPTRHKOLTCDEHPJB00480735;2017;1;1;1;40;S;29;334;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;12000;3;4;4;3;  ;3;3000;2;2;3;2;  ;3;369;2;0;98;0;0;0
TQRMNOPWPHJLLTCDEHPJB00503815;2017;1;1;1;40;S;29;390;1;;2;2;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;5;3;2;24200;7;7;7;7;  ;7;4840;4;4;5;4;  ;5;462;1;0;2;0;0;0
TQRMNOPTRHJOMLCDEHPJB00503961;2017;1;1;1;40;S;29;138;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;2;98;0;0;0
TQRMNOPWQHJOMMCDEHPJB00503757;2017;1;1;1;40;S;29;241;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;38250;9;9;9;9;  ;9;7650;6;6;7;6;  ;7;274;2;0;98;0;0;0
TQRMNOQRWHJOKOCDEHPJB00503895;2017;1;1;1;40;S;29;326;1;;4;1;;1;1;1;1;;1;1;1;3;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;22300;7;7;7;7;  ;7;11150;8;8;9;8;  ;9;325;2;0;1;0;0;0
TQRMNOSPWHMOKNCDEHPJB00511540;2017;1;1;1;40;S;29;449;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;7;1;6;18200;6;6;6;6;  ;6;2600;2;2;2;2;  ;2;499;2;0;1;3;0;0
TQRMNORVQHKLKMCDEHPJB00480614;2017;1;1;1;40;S;29;349;2;;5;1;;9;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;25500;7;8;8;7;  ;8;6375;5;5;6;5;  ;6;364;2;0;96;0;0;0
TQRMNOQPVHLOKOCDEHPJB00503885;2017;1;1;1;40;S;29;347;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;3;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;7000;2;2;2;2;  ;1;2333,33;1;1;2;1;  ;2;374;2;0;1;0;0;0
TQRMNOTRTHMOKSCDEHPJB00511639;2017;1;1;1;40;S;29;359;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;4;2;2;9800;2;3;3;2;  ;2;2450;2;2;2;1;  ;2;392;2;0;98;0;0;0
TQRMNOQWVHLOKPCDEHPJB00503927;2017;1;1;1;40;S;29;301;1;;3;1;;2;1;1;1;;1;2;1;1;2;1;2;3;3;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;16200;5;5;5;5;  ;5;2700;2;2;2;2;  ;2;278;2;0;3;0;0;0
TQRMNOQPYHMOKMCDEHPJB00511640;2017;1;1;1;40;S;29;393;1;;5;1;;4;2;1;1;;1;2;2;3;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;9700;2;2;3;2;  ;2;2425;2;2;2;1;  ;2;424;3;0;98;0;0;0
TQRMNOTPWHMOKMCDEHPJB00511641;2017;1;1;1;40;S;29;393;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;12300;4;4;4;3;  ;3;4100;3;3;4;3;  ;4;431;2;0;98;0;0;0
TQRMNOQXVHJOKNCDEHPJB00504067;2017;1;1;1;40;S;29;322;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;0;2;7900;2;2;2;2;  ;2;3950;3;3;4;3;  ;4;332;1;0;98;0;0;0
TQRMNORTPHJOLQCDEHPJB00504092;2017;1;1;1;40;S;29;340;1;;2;1;;4;1;2;1;;1;2;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;2;;1;;3;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;4;2;2;11000;3;3;3;3;  ;3;2750;2;2;2;2;  ;2;356;2;0;98;0;0;0
TQRMNOSVQHLOLSCDEHPJB00504083;2017;1;1;1;40;S;29;341;1;;2;2;;4;2;2;1;;1;1;2;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;10980;3;3;3;3;  ;3;2196;1;1;2;1;  ;1;374;2;0;4;0;0;0
TQRMNOPRTHJMLSCDEHPJB00503881;2017;1;1;1;40;S;29;403;1;;4;1;;4;1;1;1;;1;1;1;1;1;2;2;4;3;2;0;1;1;1;1;2;2;0;1;;1;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;5800;1;1;1;1;  ;1;1933,33;1;1;1;1;  ;1;478;1;0;2;3;0;0
TQRMNORSXHMLMMCDEHPJB00511642;2017;1;1;1;40;S;29;331;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;44000;9;10;10;9;  ;10;14666,67;9;9;9;9;  ;9;348;2;0;1;0;0;0
TQRMNORVYHLOKQCDEHPJB00503809;2017;1;1;1;40;S;29;316;1;;2;2;;4;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;13500;4;4;4;4;  ;4;13500;8;9;9;8;  ;9;314;1;0;98;0;0;0
TQRMNOQRUHJOKRCDEHPJB00503933;2017;1;2;1;40;S;29;301;1;;5;3;;4;2;2;1;;1;2;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;6;;2;;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;5;3;2;9600;2;2;3;2;  ;2;1920;1;1;1;1;  ;1;314;2;0;1;0;0;0
TQSMNORVXHLOKQCDEHPJB00503808;2017;1;1;1;40;S;29;316;2;;2;2;;4;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;7300;2;2;2;2;  ;2;2433,33;2;2;2;1;  ;2;323;2;0;1;0;0;0
TQRMNOQYPHLOKRCDEHPJB00503893;2017;1;1;1;40;S;29;334;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;1;3;17720;5;5;6;5;  ;5;4430;3;3;4;3;  ;4;388;2;0;98;0;0;0
TQRMNORQQHKOLRCDEHPJB00480719;2017;1;1;1;40;S;29;323;1;;2;2;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;5400;1;1;1;1;  ;1;5400;4;4;5;4;  ;5;316;2;0;98;0;0;0
TQRMNOQRTHJOLPCDEHPJB00503922;2017;1;1;1;40;S;29;364;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;24000;7;7;7;7;  ;7;12000;8;8;9;8;  ;9;409;2;0;1;0;0;0
TQRMNOSYYHKOLLCDEHPJB00480694;2017;1;1;1;40;S;29;342;1;;3;2;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;29950;8;8;8;8;  ;8;7487,5;6;6;7;6;  ;7;385;3;4;98;0;0;0
TQRMNOPQWHMOLTCDEHPJB00511516;2017;1;1;1;40;S;29;398;2;;3;1;;4;1;1;1;;1;2;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;31000;8;8;9;8;  ;9;15500;9;9;10;9;  ;9;397;1;0;97;0;0;0
TQRMNOQXXHMOLTCDEHPJB00511517;2017;1;1;1;40;S;29;398;1;;2;2;;4;2;1;1;;1;1;2;2;2;1;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;0;2;3200;1;1;1;1;  ;1;1600;1;1;1;1;  ;1;414;1;0;98;0;0;0
TQRMNOQQYHMOLUCDEHPJB00511518;2017;1;1;1;40;S;29;390;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;2;0;3;0;0;0
TQRMNOQRRHJOKRCDEHPJB00503976;2017;1;1;1;40;S;29;301;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;2;2;2;0;0;0;0;2;;2;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;5700;1;1;1;1;  ;1;5700;5;5;6;4;  ;6;299;1;0;98;0;0;0
TQRMNOSPVHJOKRCDEHPJB00503969;2017;1;1;1;40;S;29;301;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;36000;9;9;9;9;  ;9;9000;7;7;8;7;  ;8;362;3;0;96;0;0;0
TQRMNOQQWHMMLMCDEHPJB00511519;2017;1;1;1;40;S;29;371;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;2;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;12;12;12;12;  ;12;0;12;12;12;12;  ;12;0;1;5;98;0;0;0
TQRMNORWUHLKKUCDEHPJB00504046;2017;1;1;1;40;S;29;642;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;30000;8;8;9;8;  ;8;30000;10;10;10;10;  ;10;860;1;0;97;0;0;0
TQRMNOSWRHLLLLCDEHPJB00511520;2017;1;1;1;40;S;29;364;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;18000;5;6;6;5;  ;5;18000;9;10;10;9;  ;10;423;1;0;98;0;0;0
TQRMNOQPSHKKKRCDEHPJB00480293;2017;1;1;1;40;S;29;431;2;;5;1;;9;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;0;2;15000;4;5;5;4;  ;4;7500;6;6;7;6;  ;7;520;2;1;96;0;0;0
TQRMNOQPTHKKKRCDEHPJB00480294;2017;1;2;1;40;S;29;431;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;23500;7;7;7;7;  ;7;7833,33;6;6;7;6;  ;7;562;96;0;1;0;0;0
TQRMNOQSQHMMLNCDEHPJB00511521;2017;1;1;1;40;S;29;330;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;18800;6;6;6;6;  ;6;9400;7;7;8;7;  ;8;356;1;0;98;0;0;0
